author,updated_at,like_count,text,public,tokens,tokens_without_slang,text_fin,sentiment
@arieffauzi3366,2023-12-22T22:05:57Z,0,sgie carbon 😅😅😅😅 coba la di jelaskan dulu itu singkatan apa ini bukan ujian nasional harus tau singkatan gibran,True,"['sgie', 'carbon', '😅', '😅', '😅', '😅', 'coba', 'lah', 'singkatan', 'ujian', 'nasional', 'tau', 'singkatan', 'gibran']","['sgie', 'carbon', '😅', '😅', '😅', '😅', 'coba', 'lah', 'singkatan', 'ujian', 'nasional', 'tau', 'singkatan', 'gibran']",sgie carbon 😅 😅 😅 😅 coba lah singkatan ujian nasional  singkatan gibran,neutral
@IdwanSyah,2023-12-22T22:05:52Z,0,singkatan bhs inggris dibaca bahasa jawa gmn critanya pemimpin spt itu😂😂😂,True,"['singkatan', 'bahasa', 'inggris', 'dibaca', 'bahasa', 'jawa', 'bagaimana', 'critanya', 'pemimpin', 'seperti', '😂', '😂', '😂']","['singkatan', 'bahasa', 'inggris', 'dibaca', 'bahasa', 'jawa', 'bagaimana', 'critanya', 'pemimpin', 'seperti', '😂', '😂', '😂']",singkatan bahasa inggris dibaca bahasa jawa bagaimana critanya pemimpin seperti 😂 😂 😂,negative
@voxz-CNL,2023-12-22T22:05:50Z,0,pak mahfud orang cerdas tapi politik ini bukan politik antar suku mohon maap seblumnya ibrat bapak menunjukan ke sombongan diri dan melebelkan diri anda dan mempreoritaskn hanya suku madura memang btul anda orang madura tapi jika pemimpin memperlihatkan diri dngn atribut suku tertentu apa suku lain di indonesia ini akan bangga melihat bapak maap netralitas pemimpin no ini bukan pemilihan kepala desa madura ini pilpres nkri jadi sebaiknya pergunakan pakain yg netralitas krna suku nkri punya hak yg sama,True,"['mahfud', 'orang', 'cerdas', 'politik', 'politik', 'suku', 'mohon', 'maaf', 'seblumnya', 'ibrat', 'menunjukan', 'sombongan', 'melebelkan', 'mempreoritaskn', 'suku', 'madura', 'betul', 'orang', 'madura', 'pemimpin', 'dngn', 'atribut', 'suku', 'suku', 'indonesia', 'bangga', 'maaf', 'netralitas', 'pemimpin', 'no', 'pemilihan', 'kepala', 'desa', 'madura', 'pilpres', 'nkri', 'pergunakan', 'pakain', 'yang', 'netralitas', 'karena', 'suku', 'nkri', 'hak', 'yang']","['mahfud', 'orang', 'cerdas', 'politik', 'politik', 'suku', 'mohon', 'maaf', 'seblumnya', 'ibrat', 'menunjukan', 'sombongan', 'melebelkan', 'mempreoritaskn', 'suku', 'madura', 'betul', 'orang', 'madura', 'pemimpin', 'dngn', 'atribut', 'suku', 'suku', 'indonesia', 'bangga', 'maaf', 'netralitas', 'pemimpin', 'no', 'pemilihan', 'kepala', 'desa', 'madura', 'pilpres', 'nkri', 'pergunakan', 'pakain', 'yang', 'netralitas', 'karena', 'suku', 'nkri', 'hak', 'yang']",mahfud  cerdas politik politik suku mohon maaf seblumnya ibrat menunjukan sombongan melebelkan mempreoritaskn suku madura betul  madura pemimpin dngn atribut suku suku indonesia bangga maaf netralitas pemimpin  pemilihan kepala desa madura pilpres nkri pergunakan pakain  netralitas karena suku nkri hak ,negative
@abisofian4838,2023-12-22T22:05:27Z,0,ya allah sy tau jelas org yg trsakiti di dolimi pst allah akn mengangkat derajat nya setinggi tingginya biar kn kata kotor org yg menghina mas gibran biarkn kata itu kembali ke org yg ngomong karna ucapan ada lh doa,True,"['ya', 'allah', 'saya', 'tau', 'orang', 'yang', 'trsakiti', 'dolimi', 'pasti', 'allah', 'akan', 'mengangkat', 'derajat', 'nya', 'tingginya', 'biar', 'kan', 'kotor', 'orang', 'yang', 'menghina', 'mas', 'gibran', 'biarkn', 'orang', 'yang', 'mengomong', 'karena', 'ucapan', 'lh', 'doa']","['ya', 'allah', 'saya', 'tau', 'orang', 'yang', 'trsakiti', 'dolimi', 'pasti', 'allah', 'akan', 'mengangkat', 'derajat', 'nya', 'tingginya', 'biar', 'kan', 'kotor', 'orang', 'yang', 'menghina', 'mas', 'gibran', 'biarkn', 'orang', 'yang', 'mengomong', 'karena', 'ucapan', 'lh', 'doa']", allah saya    trsakiti dolimi pasti allah akan mengangkat derajat  tingginya biar kan kotor   menghina mas gibran biarkn   mengomong karena ucapan lh doa,negative
@user-wb1vs2cf7o,2023-12-22T22:04:40Z,0,jokowi paling topanaknya jug top,True,"['jokowi', 'topanaknya', 'jug', 'top']","['jokowi', 'topanaknya', 'jug', 'top']",jokowi topanaknya jug top,positive
@adventurer3479,2023-12-22T22:04:36Z,0,memang gibran bakal melanjutkan proyek jokowi sebelum maju debat saya menyangsikan apa bisa anak muda ini maju ternyata lumayan juga,True,"['gibran', 'melanjutkan', 'proyek', 'jokowi', 'maju', 'debat', 'menyangsikan', 'anak', 'muda', 'maju', 'lumayan']","['gibran', 'melanjutkan', 'proyek', 'jokowi', 'maju', 'debat', 'menyangsikan', 'anak', 'muda', 'maju', 'lumayan']",gibran melanjutkan proyek jokowi maju debat menyangsikan anak muda maju lumayan,positive
@galangable,2023-12-22T22:04:23Z,0,ada cawapres yang mau bangun kota seperti jakarta dalm waktu tahun serasa mendengar cerita dongeng sangkuriang saya cawapres ngimpitolong dong bangunkan cak imin takut tidurnya kelamaan takut juga makin ngorok nanti dia astaga,True,"['cawapres', 'bangun', 'kota', 'jakarta', 'dalm', 'serasa', 'mendengar', 'cerita', 'dongeng', 'sangkuriang', 'cawapres', 'ngimpitolong', 'bangunkan', 'cak', 'imin', 'takut', 'tidurnya', 'takut', 'ngorok', 'astaga']","['cawapres', 'bangun', 'kota', 'jakarta', 'dalm', 'serasa', 'mendengar', 'cerita', 'dongeng', 'sangkuriang', 'cawapres', 'ngimpitolong', 'bangunkan', 'cak', 'imin', 'takut', 'tidurnya', 'takut', 'ngorok', 'astaga']",cawapres bangun kota jakarta dalm serasa mendengar cerita dongeng sangkuriang cawapres ngimpitolong bangunkan cak imin takut tidurnya takut ngorok astaga,negative
@agusizz6336,2023-12-22T22:03:58Z,0,coba alat yang di kuping di copot kalo nggak gelagepan😅,True,"['coba', 'alat', 'kuping', 'copot', 'kalo', 'enggak', 'gelagepan', '😅']","['coba', 'alat', 'kuping', 'copot', 'kalo', 'enggak', 'gelagepan', '😅']",coba alat kuping copot   gelagepan 😅,negative
@ilmualam,2023-12-22T22:03:57Z,0,wkwkkw esgeie,True,"['wkwkkw', 'esgeie']","['wkwkkw', 'esgeie']",wkwkkw esgeie,positive
@akbardansultanchanel4766,2023-12-22T22:03:35Z,0,jk kasih solusi soal stunting semua orang bisa tp asal muasal knp bnyk terjadi stunting ini knp gk di cari akar masalah nya ini apkh hidup ini jk sdh rusak ganti yg baru gedung gedung kau dirikan kemudian kau hancurkan lalu bangun lagi dan seperti ituu lg,True,"['jika', 'kasih', 'solusi', 'stunting', 'orang', 'tapi', 'muasal', 'kenapa', 'banyak', 'stunting', 'kenapa', 'enggak', 'cari', 'akar', 'nya', 'apkh', 'hidup', 'jika', 'sudah', 'rusak', 'ganti', 'yang', 'gedung', 'gedung', 'kau', 'dirikan', 'kau', 'hancurkan', 'bangun', 'itu', 'lagi']","['jika', 'kasih', 'solusi', 'stunting', 'orang', 'tapi', 'muasal', 'kenapa', 'banyak', 'stunting', 'kenapa', 'enggak', 'cari', 'akar', 'nya', 'apkh', 'hidup', 'jika', 'sudah', 'rusak', 'ganti', 'yang', 'gedung', 'gedung', 'kau', 'dirikan', 'kau', 'hancurkan', 'bangun', 'itu', 'lagi']",jika kasih solusi stunting   muasal kenapa banyak stunting kenapa  cari akar  apkh hidup jika  rusak ganti  gedung gedung kau dirikan kau hancurkan bangun itu lagi,negative
@ilmualam,2023-12-22T22:03:01Z,0,nanya ko singkatan wkwkk sgie susu gigi ekor,True,"['nanya', 'kok', 'singkatan', 'wkwkk', 'sgie', 'susu', 'gigi', 'ekor']","['nanya', 'kok', 'singkatan', 'wkwkk', 'sgie', 'susu', 'gigi', 'ekor']",nanya kok singkatan wkwkk sgie susu gigi ekor,neutral
@yuliamdkeb513,2023-12-22T22:02:58Z,0,prabowogibran putaran ✌️,True,"['prabowogibran', 'putaran', '✌', '️']","['prabowogibran', 'putaran', '✌', '️']",prabowogibran putaran ✌ ️,neutral
@alyasr8587,2023-12-22T22:02:20Z,0,diluar ekspektasi gibran keren lho,True,"['diluar', 'ekspektasi', 'gibran', 'keren', 'lho']","['diluar', 'ekspektasi', 'gibran', 'keren', 'lho']",diluar ekspektasi gibran keren lho,positive
@kurniasihkomara5741,2023-12-22T22:02:15Z,193,gibran parahmembuat para penghujat ny nangis bombaywawasan luas jawaban cerdas tegas santun pula bikin kaum muda gen z banggaaaa kualitas mereka terwakili nyaris sempurna👍👍👍👍😚😚😚,True,"['gibran', 'parahmembuat', 'penghujat', 'nya', 'menangis', 'bombaywawasan', 'luas', 'cerdas', 'santun', 'bikin', 'kaum', 'muda', 'gen', 'saja', 'banggaaaa', 'kualitas', 'terwakili', 'sempurna', '👍', '👍', '👍', '👍', '😚', '😚', '😚']","['gibran', 'parahmembuat', 'penghujat', 'nya', 'menangis', 'bombaywawasan', 'luas', 'cerdas', 'santun', 'bikin', 'kaum', 'muda', 'gen', 'saja', 'banggaaaa', 'kualitas', 'terwakili', 'sempurna', '👍', '👍', '👍', '👍', '😚', '😚', '😚']",gibran parahmembuat penghujat  menangis bombaywawasan luas cerdas santun  kaum muda gen  banggaaaa kualitas terwakili sempurna 👍 👍 👍 👍 😚 😚 😚,positive
@MulyanaMulyana-ui5hl,2023-12-22T22:00:16Z,0,padli zhon sontoloyo,True,"['padli', 'zhon', 'sontoloyo']","['padli', 'zhon', 'sontoloyo']",padli zhon sontoloyo,negative
@jetliealfons5915,2023-12-22T21:59:31Z,0,tabakar memang 🔥🔥 terbaitttt👍👍👍,True,"['tabakar', '🔥', '🔥', 'terbaitttt', '👍', '👍', '👍']","['tabakar', '🔥', '🔥', 'terbaitttt', '👍', '👍', '👍']",tabakar 🔥 🔥 terbaitttt 👍 👍 👍,positive
@user-ko7fp4ox9t,2023-12-22T21:59:05Z,0,kita g mau jatuh di lubang yg sama gibran sok pintar llo,True,"['enggak', 'jatuh', 'lubang', 'yang', 'gibran', 'sok', 'pintar', 'llo']","['enggak', 'jatuh', 'lubang', 'yang', 'gibran', 'sok', 'pintar', 'llo']", jatuh lubang  gibran sok pintar llo,negative
@irawanhakim4896,2023-12-22T21:58:06Z,0,kok cawapres no gak nyambung terus,True,"['cawapres', 'no', 'enggak', 'menyambung']","['cawapres', 'no', 'enggak', 'menyambung']",cawapres   menyambung,negative
@arcanechest1912,2023-12-22T21:57:15Z,0,pak mahfud diharapkan nanti bersedia untuk gabung ke pak prabowo untuk panggangan koruptor yg di sandera akan dilepaskan pasti bisa top bikin sate koruptor,True,"['mahfud', 'diharapkan', 'bersedia', 'gabung', 'prabowo', 'panggangan', 'koruptor', 'yang', 'sandera', 'dilepaskan', 'top', 'bikin', 'sate', 'koruptor']","['mahfud', 'diharapkan', 'bersedia', 'gabung', 'prabowo', 'panggangan', 'koruptor', 'yang', 'sandera', 'dilepaskan', 'top', 'bikin', 'sate', 'koruptor']",mahfud diharapkan bersedia gabung prabowo panggangan koruptor  sandera dilepaskan top  sate koruptor,neutral
@petersetiawan4597,2023-12-22T21:56:19Z,0,ya ampun si bapak,True,"['ya', 'ampun', 'sih']","['ya', 'ampun', 'sih']", ampun ,negative
@crownzyan,2023-12-22T21:55:48Z,0,gak expect gibran gokil,True,"['enggak', 'expect', 'gibran', 'gila']","['enggak', 'expect', 'gibran', 'gila']", expect gibran gila,neutral
@9aaaaassy,2023-12-22T21:55:08Z,0,belimbing sayur ngapalin perrtanyaan dan jawaban dulu sebelum debat,True,"['belimbing', 'sayur', 'ngapalin', 'perrtanyaan', 'debat']","['belimbing', 'sayur', 'ngapalin', 'perrtanyaan', 'debat']",belimbing sayur ngapalin perrtanyaan debat,neutral
@user-do5nz7ht8v,2023-12-22T21:54:56Z,0,pelatih gibran berhasil membuat bisa bicara tapi tetap isi otaknya kosong…tetap karbitan tetap ketahuan lolos karena bapak dan pamannya,True,"['pelatih', 'gibran', 'berhasil', 'bicara', 'isi', 'otaknya', 'kosong', '…', 'karbitan', 'ketahuan', 'lolos', 'pamannya']","['pelatih', 'gibran', 'berhasil', 'bicara', 'isi', 'otaknya', 'kosong', '…', 'karbitan', 'ketahuan', 'lolos', 'pamannya']",pelatih gibran berhasil bicara isi otaknya kosong … karbitan ketahuan lolos pamannya,negative
@tiznasasmita415,2023-12-22T21:54:27Z,0,pilih yang sudah berpengalaman mengetahui permasalahan ingin memperbaiki yang kurang baik dan meningkatkan sudah baik terlebih lagi yg berkomitmen untuk memberantas korupsi ❤❤❤,True,"['pilih', 'berpengalaman', 'permasalahan', 'memperbaiki', 'meningkatkan', 'yang', 'berkomitmen', 'memberantas', 'korupsi', '❤', '❤', '❤']","['pilih', 'berpengalaman', 'permasalahan', 'memperbaiki', 'meningkatkan', 'yang', 'berkomitmen', 'memberantas', 'korupsi', '❤', '❤', '❤']",pilih berpengalaman permasalahan memperbaiki meningkatkan  berkomitmen memberantas korupsi ❤ ❤ ❤,positive
@RR-gz6ze,2023-12-22T21:54:24Z,0,al in ganjar mahfud menang,True,"['al', 'ini', 'ganjar', 'mahfud', 'menang']","['al', 'ini', 'ganjar', 'mahfud', 'menang']",al  ganjar mahfud menang,neutral
@waletwalet7867,2023-12-22T21:54:16Z,0,ngelantur semua cawapresgk realistis gk pas jwban nya semua yg paling jelas realistis hanya capres pak anis mmg mumpuni pegang negara ini yg lainbelajar dulu dech,True,"['ngelantur', 'cawapresgk', 'realistis', 'enggak', 'pas', 'jawaban', 'nya', 'yang', 'realistis', 'capres', 'anis', 'memang', 'mumpuni', 'pegang', 'negara', 'yang', 'lainbelajar', 'deh']","['ngelantur', 'cawapresgk', 'realistis', 'enggak', 'pas', 'jawaban', 'nya', 'yang', 'realistis', 'capres', 'anis', 'memang', 'mumpuni', 'pegang', 'negara', 'yang', 'lainbelajar', 'deh']",ngelantur cawapresgk realistis  pas jawaban   realistis capres anis memang mumpuni pegang negara  lainbelajar deh,negative
@jefribahtiar8378,2023-12-22T21:53:47Z,0,paslon no urut lucu pendukung bicara nya juga lucu🤣🤣🤣,True,"['paslon', 'no', 'urut', 'lucu', 'pendukung', 'bicara', 'nya', 'lucu', '🤣', '🤣', '🤣']","['paslon', 'no', 'urut', 'lucu', 'pendukung', 'bicara', 'nya', 'lucu', '🤣', '🤣', '🤣']",paslon  urut lucu pendukung bicara  lucu 🤣 🤣 🤣,positive
@semeton4237,2023-12-22T21:53:33Z,0,jawa tengah full prabowo gibran ❤️❤️❤️❤️❤️,True,"['jawa', 'full', 'prabowo', 'gibran', '❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️']","['jawa', 'full', 'prabowo', 'gibran', '❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️']",jawa full prabowo gibran ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,neutral
@imambakso4416,2023-12-22T21:52:41Z,0,masih kecil dipanggil bapak 😂😂😂 aku panggil mas aja atau ayang gibran 😂😂😂,True,"['dipanggil', '😂', '😂', '😂', 'panggil', 'mas', 'saja', 'ayang', 'gibran', '😂', '😂', '😂']","['dipanggil', '😂', '😂', '😂', 'panggil', 'mas', 'saja', 'ayang', 'gibran', '😂', '😂', '😂']",dipanggil 😂 😂 😂 panggil mas  ayang gibran 😂 😂 😂,negative
@PNSQUAD16,2023-12-22T21:52:30Z,0,naikin pajak 😂 skrg aja alam di geruk pajak dinaikin,True,"['naikin', 'pajak', '😂', 'sekarang', 'saja', 'alam', 'geruk', 'pajak', 'dinaikin']","['naikin', 'pajak', '😂', 'sekarang', 'saja', 'alam', 'geruk', 'pajak', 'dinaikin']",naikin pajak 😂 sekarang  alam geruk pajak dinaikin,neutral
@user-ml5xu4tg2h,2023-12-22T21:51:52Z,1,siapa mau dukung jokowi calaon karbitan mk jangan salah pilih kapan bisa pemerataan kalau ditumpuk uang satu tempat ikn,True,"['dukung', 'jokowi', 'calaon', 'karbitan', 'maka', 'salah', 'pilih', 'pemerataan', 'ditumpuk', 'uang', 'ikn']","['dukung', 'jokowi', 'calaon', 'karbitan', 'maka', 'salah', 'pilih', 'pemerataan', 'ditumpuk', 'uang', 'ikn']",dukung jokowi calaon karbitan maka salah pilih pemerataan ditumpuk uang ikn,negative
@tetehbageur247,2023-12-22T21:51:31Z,0,omongan no sebenernya tdk berkualitas terlihat emosi dari awal niat hanya ingin membuktikan sengaja adu istilah yg mungkin tdk diketahui paslon lain yg sbnr nya hanya ingin membuat gugup pasangan lain hanya krn ga familiar mendengar istilah atw singkatan itu tp sbnr nya pertanyaannya mudah cm istilah dan singkatannya aja dibuat seolah pertanyaan yg bermutu😅😅😅,True,"['omongan', 'no', 'sebenarnya', 'tidak', 'berkualitas', 'emosi', 'niat', 'membuktikan', 'sengaja', 'adu', 'istilah', 'yang', 'tidak', 'paslon', 'yang', 'sbnr', 'nya', 'gugup', 'pasangan', 'karena', 'enggak', 'familiar', 'mendengar', 'istilah', 'atau', 'singkatan', 'tapi', 'sbnr', 'nya', 'pertanyaannya', 'mudah', 'cuma', 'istilah', 'singkatannya', 'saja', 'yang', 'bermutu', '😅', '😅', '😅']","['omongan', 'no', 'sebenarnya', 'tidak', 'berkualitas', 'emosi', 'niat', 'membuktikan', 'sengaja', 'adu', 'istilah', 'yang', 'tidak', 'paslon', 'yang', 'sbnr', 'nya', 'gugup', 'pasangan', 'karena', 'enggak', 'familiar', 'mendengar', 'istilah', 'atau', 'singkatan', 'tapi', 'sbnr', 'nya', 'pertanyaannya', 'mudah', 'cuma', 'istilah', 'singkatannya', 'saja', 'yang', 'bermutu', '😅', '😅', '😅']",omongan  sebenarnya  berkualitas emosi niat membuktikan sengaja adu istilah   paslon  sbnr  gugup pasangan karena  familiar mendengar istilah atau singkatan  sbnr  pertanyaannya mudah cuma istilah singkatannya   bermutu 😅 😅 😅,negative
@pelayantamuallah303,2023-12-22T21:51:05Z,0,hebat pk mahfud menguasai debat tp klu debat pirpes pk anisyg hebat,True,"['hebat', 'pakai', 'mahfud', 'menguasai', 'debat', 'tapi', 'kalau', 'debat', 'pirpes', 'pakai', 'anisyg', 'hebat']","['hebat', 'pakai', 'mahfud', 'menguasai', 'debat', 'tapi', 'kalau', 'debat', 'pirpes', 'pakai', 'anisyg', 'hebat']",hebat  mahfud menguasai debat  kalau debat pirpes  anisyg hebat,positive
@oprandestriliandi1295,2023-12-22T21:50:52Z,0,ku kira cupu ternyata suhu ”gibran”,True,"['ku', 'cupu', 'suhu', '”', 'gibran', '”']","['ku', 'cupu', 'suhu', '”', 'gibran', '”']",ku cupu suhu ” gibran ”,neutral
@jarambahboy9391,2023-12-22T21:50:50Z,0,bayangkan t bakalan banyak tikus berwajah manusia yg akan menggerogoti hak rakyat,True,"['bayangkan', 't', 'tikus', 'berwajah', 'manusia', 'yang', 'menggerogoti', 'hak', 'rakyat']","['bayangkan', 't', 'tikus', 'berwajah', 'manusia', 'yang', 'menggerogoti', 'hak', 'rakyat']",bayangkan  tikus berwajah manusia  menggerogoti hak rakyat,negative
@Aspnyt_,2023-12-22T21:50:43Z,0,puyeng denger imin gk nyambunggggg,True,"['puyeng', 'dengar', 'imin', 'enggak', 'nyambunggggg']","['puyeng', 'dengar', 'imin', 'enggak', 'nyambunggggg']",puyeng dengar imin  nyambunggggg,negative
@milenialtv915,2023-12-22T21:50:13Z,0,gibran rakabuming raka the next wakil presiden ❤,True,"['gibran', 'rakabuming', 'raka', 'the', 'next', 'wakil', 'presiden', '❤']","['gibran', 'rakabuming', 'raka', 'the', 'next', 'wakil', 'presiden', '❤']",gibran rakabuming raka the next wakil presiden ❤,neutral
@andrisibarani2483,2023-12-22T21:49:27Z,0,masih pilih yang pandai ngomong doang yang pernah pimpin jakarta ga tau apa valuenya liat sendiri wakilnya ngambang ga siap debat ga yakin bisa jadi pemimpin kok masih terbuai yah dengan ngomong doang dan ngambang dari tema,True,"['pilih', 'pandai', 'mengomong', 'doang', 'pimpin', 'jakarta', 'enggak', 'tau', 'valuenya', 'lihat', 'wakilnya', 'ngambang', 'enggak', 'debat', 'enggak', 'pemimpin', 'terbuai', 'ya', 'mengomong', 'doang', 'ngambang', 'tema']","['pilih', 'pandai', 'mengomong', 'doang', 'pimpin', 'jakarta', 'enggak', 'tau', 'valuenya', 'lihat', 'wakilnya', 'ngambang', 'enggak', 'debat', 'enggak', 'pemimpin', 'terbuai', 'ya', 'mengomong', 'doang', 'ngambang', 'tema']",pilih pandai mengomong doang pimpin jakarta   valuenya  wakilnya ngambang  debat  pemimpin terbuai  mengomong doang ngambang tema,negative
@fatioyosandoJamain,2023-12-22T21:48:20Z,0,banyak buzzer yg ngomen ya buat teman nonton debatnya sampai habis ya jangan terpancing karena komenan 😂,True,"['buzzer', 'yang', 'mengomentari', 'ya', 'teman', 'menonton', 'debatnya', 'habis', 'ya', 'terpancing', 'komentar', '😂']","['buzzer', 'yang', 'mengomentari', 'ya', 'teman', 'menonton', 'debatnya', 'habis', 'ya', 'terpancing', 'komentar', '😂']",buzzer  mengomentari  teman menonton debatnya habis  terpancing komentar 😂,positive
@syflelianggraini8627,2023-12-22T21:47:37Z,1,gibran seperti menghafal,True,"['gibran', 'menghafal']","['gibran', 'menghafal']",gibran menghafal,negative
@ranss4368,2023-12-22T21:47:19Z,0,njais timses dan semakin yakin anti pdip,True,"['njais', 'timses', 'anti', 'pdip']","['njais', 'timses', 'anti', 'pdip']",njais timses anti pdip,negative
@user-ot2ok5vk3r,2023-12-22T21:47:12Z,0,mas gibran bisa dikatakan menjadi kuda hitam sih yg sebelumnya di katakan plonga plongo seperti bapaknya ternyata ga juga,True,"['mas', 'gibran', 'kuda', 'hitam', 'sih', 'yang', 'plonga', 'plongo', 'bapaknya', 'enggak']","['mas', 'gibran', 'kuda', 'hitam', 'sih', 'yang', 'plonga', 'plongo', 'bapaknya', 'enggak']",mas gibran kuda hitam   plonga plongo bapaknya ,negative
@ikamardiana4441,2023-12-22T21:47:12Z,0,ragu gw pas pak prabowo ambil gibran kenapa ga mba yeni wahid atau eric tohir tapi sekarang bismillah yakin pilih prabowo gibran ❤❤❤❤,True,"['ragu', 'gue', 'pas', 'prabowo', 'ambil', 'gibran', 'enggak', 'mbak', 'yeni', 'wahid', 'eric', 'tohir', 'bismillah', 'pilih', 'prabowo', 'gibran', '❤', '❤', '❤', '❤']","['ragu', 'gue', 'pas', 'prabowo', 'ambil', 'gibran', 'enggak', 'mbak', 'yeni', 'wahid', 'eric', 'tohir', 'bismillah', 'pilih', 'prabowo', 'gibran', '❤', '❤', '❤', '❤']",ragu  pas prabowo ambil gibran  mbak yeni wahid eric tohir bismillah pilih prabowo gibran ❤ ❤ ❤ ❤,positive
@user-rk3fj8lu8d,2023-12-22T21:46:21Z,0,wakil calpres no urut mantap👍,True,"['wakil', 'calpres', 'no', 'urut', 'mantap', '👍']","['wakil', 'calpres', 'no', 'urut', 'mantap', '👍']",wakil calpres  urut mantap 👍,neutral
@antokuswanto5752,2023-12-22T21:45:40Z,1,pas banget pertanyaanya untuk masing wapres,True,"['pas', 'banget', 'pertanyaanya', 'wapres']","['pas', 'banget', 'pertanyaanya', 'wapres']",pas  pertanyaanya wapres,positive
@radendiaji9785,2023-12-22T21:45:10Z,1,mungkin belajar lagi bahasa inggris 😅😂,True,"['belajar', 'bahasa', 'inggris', '😅', '😂']","['belajar', 'bahasa', 'inggris', '😅', '😂']",belajar bahasa inggris 😅 😂,negative
@achmadachmad8581,2023-12-22T21:44:01Z,0,jujur awal nya nya gw pro ganjar tapi setelah liat debat cawapres loh loh loh ko gibran lebih mdh di mengerti dan mdh di bayangkan😂😂😂 ini toh pundi debat,True,"['jujur', 'nya', 'nya', 'gue', 'pro', 'ganjar', 'lihat', 'debat', 'cawapres', 'loh', 'loh', 'loh', 'kok', 'gibran', 'mdh', 'mengerti', 'mdh', 'bayangkan', '😂', '😂', '😂', 'pundi', 'debat']","['jujur', 'nya', 'nya', 'gue', 'pro', 'ganjar', 'lihat', 'debat', 'cawapres', 'loh', 'loh', 'loh', 'kok', 'gibran', 'mdh', 'mengerti', 'mdh', 'bayangkan', '😂', '😂', '😂', 'pundi', 'debat']",jujur    pro ganjar  debat cawapres loh loh loh kok gibran mdh mengerti mdh bayangkan 😂 😂 😂 pundi debat,positive
@putrigunung6665,2023-12-22T21:43:44Z,0,bang kaca mata hitam tidak terima gibran menguasai panggung,True,"['bang', 'kaca', 'mata', 'hitam', 'terima', 'gibran', 'menguasai', 'panggung']","['bang', 'kaca', 'mata', 'hitam', 'terima', 'gibran', 'menguasai', 'panggung']",bang kaca mata hitam terima gibran menguasai panggung,negative
@Senjaindah,2023-12-22T21:43:33Z,0,bestari ngtain orng gk bisa kntrol emosi pdhal lu sndri suka nimbrung orng ngmong hadehhhhhhhhh dua nya pada focus sma gibran hahhaha panas ya waswas ya 😅😅😅,True,"['bestari', 'mengatai', 'orang', 'enggak', 'kntrol', 'emosi', 'padahal', 'lu', 'sendiri', 'suka', 'nimbrung', 'orang', 'ngmong', 'hadehhhhhhhhh', 'nya', 'focus', 'sama', 'gibran', 'hahhaha', 'panas', 'ya', 'waswas', 'ya', '😅', '😅', '😅']","['bestari', 'mengatai', 'orang', 'enggak', 'kntrol', 'emosi', 'padahal', 'lu', 'sendiri', 'suka', 'nimbrung', 'orang', 'ngmong', 'hadehhhhhhhhh', 'nya', 'focus', 'sama', 'gibran', 'hahhaha', 'panas', 'ya', 'waswas', 'ya', '😅', '😅', '😅']",bestari mengatai   kntrol emosi padahal lu sendiri suka nimbrung  ngmong hadehhhhhhhhh  focus  gibran hahhaha panas  waswas  😅 😅 😅,negative
@Diwanto,2023-12-22T21:42:48Z,0,ituh maksud gibran singkatan sgie bukan singkatan dlm bahasa inggris tapi emang bahasa indonesia,True,"['itu', 'maksud', 'gibran', 'singkatan', 'sgie', 'singkatan', 'dalam', 'bahasa', 'inggris', 'memang', 'bahasa', 'indonesia']","['itu', 'maksud', 'gibran', 'singkatan', 'sgie', 'singkatan', 'dalam', 'bahasa', 'inggris', 'memang', 'bahasa', 'indonesia']",itu maksud gibran singkatan sgie singkatan dalam bahasa inggris memang bahasa indonesia,neutral
@bracukkofficial,2023-12-22T21:42:32Z,6,gibran tampil baik dan ini dia anak muda harus bangkit dan menuju indonesia maju,True,"['gibran', 'tampil', 'anak', 'muda', 'bangkit', 'indonesia', 'maju']","['gibran', 'tampil', 'anak', 'muda', 'bangkit', 'indonesia', 'maju']",gibran tampil anak muda bangkit indonesia maju,positive
@nuansacoffee9291,2023-12-22T21:41:37Z,0,anak sekecil itu berkelahi dengan mahfud,True,"['anak', 'berkelahi', 'mahfud']","['anak', 'berkelahi', 'mahfud']",anak berkelahi mahfud,negative
@devagilcode-wq5sp,2023-12-22T21:39:08Z,0,beri aku pemuda maka akan kuguncang dunia🎉,True,"['pemuda', 'kuguncang', 'dunia', '🎉']","['pemuda', 'kuguncang', 'dunia', '🎉']",pemuda kuguncang dunia 🎉,neutral
@bukubook,2023-12-22T21:39:02Z,0,pa fadli zon kurusan,True,"['apa', 'fadli', 'zon', 'kurusan']","['apa', 'fadli', 'zon', 'kurusan']",apa fadli zon kurusan,negative
@dindawidiastuti3473,2023-12-22T21:37:58Z,0,tadinya mau golput tp udh tau mau milih siapa😀,True,"['golput', 'tapi', 'sudah', 'tau', 'memilih', '😀']","['golput', 'tapi', 'sudah', 'tau', 'memilih', '😀']",golput    memilih 😀,negative
